userName,score,at,content
Fadeli Muhammad,1,2022-03-31 00:59:11,"Saya menggunakan smartphone Poco X3 GT 8/256, kenapa gambar video sering terhenti tapi suara dan subtitle tetap jalan? Padahal signal di smartphone saya sangat bagus. Tolong diperbaiki, jika sudah saya akan tambah bintangnya. Terima kasih"
may own,3,2022-03-27 05:26:10,"Kenapa makin ribet sih, pake vpn segala. Mana daftarnya susah, pembayaran ribet. Kalo buka di indo harusnya disesuaikan lah, kyk apk lain pendaftaran dan pembayarannya mudah..."
Sri Wahyu Miyarsih,3,2022-03-24 12:08:56,"Kenapa netflix sekarang ga bisa pakai akun sharing? Kalau reguler harganya mahal, dan orang Indonesia pasti keberatan. Pakai VPN bisa, tapi hanya mengakses series luar negeri seperti Amerika, kalau Korea Selatan harus pakai VPN yang koneksi ke sana, dan itu harus beli premium juga. Jadi ribet, tolong kembali seperti semula."
"Venny pratiwi S,Kom",1,2022-03-23 15:32:30,"Kenapa sih kalau udah mulai tengah malam film2 nya tdk bisa di putar, yg sudah di download jg sama, awalnya bs d nntn, eh pas tengah malam mulai deh kerasukan, padahal jaringan bagus kok, mohon di perbaiki dong app nya"
Fajar Cahyono,1,2022-03-18 11:38:24,"Sekarang sudah gak bisa login lagi pake profile sharing. Kalo regulasi netflix seperti ini, pasti secepatnya gak ada lagi yg mau nonton netflix. Orang Indonesia kalo harus bayar langganan 186rb per bulan itu sangat berat"
lilis suminar,1,2022-03-15 13:56:41,"Udah Instal berkali kali, nggak kepake sedikitpun, setiap Instal langsung DELETE lagi. Serius ini apk sama situs web nya sama-sama SUPER RIBET. Cuma mau streaming doang dipaksa harus bayar dulu baru bisa streaming. Ehh, pas giliran buat akun untuk berlangganan malah gagal terus. Nggak paham banget sama ni apk, apalagi situs web nya. Tolong diperbaiki yaa"
Nenadaeni,5,2022-03-12 16:32:39,"Aku suka Netflix, tapi tolong untuk cara berlangganan pakai akun Dana bisa langsung masuk lewat aplikasi yg terinstall di HP-nya. Ribet banget harus lewat browser, udah beberapa kali masih gk bisa langganan. Gk bisa dipermudah cara berlangganannya seperti lapak sebelah yg langsung tersambung ke akun google pay???"
Ias Malika akmaliya,3,2022-03-05 13:27:19,"Untuk subtitle, saya kesulitan membaca subtitle nya karna menyatu dengan pencahayaan, tolong kedepannya di atur atau di sesuai kan kembali warna subtitle nya, saya sudah cukup lama memakai netflix, tp setelah di update belum lama ini, jdi tidak nyaman dengan subtitle yg skrg mohon untuk segera diperbaiki 🙏"
Ghaniya Z.H,1,2022-03-02 12:39:50,"Mantap, tidak bisa login.. Tulisannya ""hampir selesai"" Cuma ada tombol bantuan dan keluar...klik keluar suruh login lagi, trs hampir selesai lg, trs klik keluar lg, udh berkali² ini.. 🥰🥰.. Makasih!! Sama-sama!"
Rusdi Yanto,4,2022-03-02 02:39:31,Tolong netflix untuk update berikutnya supaya ada pilihan warna subtitle. Untuk apa subtitle di buat jika tidak bisa di baca .Terkadang ada beberapa adegan film yang membuat pencahayaannya tergabung dengan subtitle. Terima kasih
Irma Imansyah,3,2022-02-24 12:50:10,"Halo, ini kenapa apk nya tidak dapat dibuka ya? Awalnya bisa dibuka lalu tidak dapat memutar video, setelah itu diminta keluar apk, dan saat mau masuk kembali malah tertulis password salah padahal assword ga pernah ganti, terpaksa ganti password, lalu diminta hapus cache, diminta lagi re-install. Ini gimana sih?? Tolong ya diperbaiki, saya berlangganan bayar bulanan lho bukan gratisan. Kecewa berat sama Netflix. Tolong respon nya."
Ravi Alfikri,4,2022-02-17 09:05:07,"Kak kenapa ga bisa buka Netflix padahal oke ok aja sebelumnya, udah di uninstall masih aja ga mau kehapus apknya dan juga setelah itu ada tulisan update, setelah diupdate masih aja ga bisa dibuka dan juga ada tulisan ini... Terjadi kegagalan perangkat. Mulai lagi perangkat, lalu coba lagi (501.-109)."
Asma 3 zhafir,4,2022-02-07 03:42:32,"Tolong dong, udah hampir 4hr Netflix nya g bs dtonton. Sbab video tayangan nya, runyek macet, tp suaranya terdengar jernih. Klo masalah signal, g mungkin. Krna dah 4hr masa signal. Klo signal pasti suara brpngaruh. Aku smp uninstall trus instal lg. Aku coba msh sama kendalanya. Tolong solusinya."
Hartanto Agung Wicaksono,5,2022-02-04 03:59:56,"Harga langganannya memang terbilang mahal dibandingkan kompetitornya. Tapi memuaskan sih. Aplikasi d smart tv lancar dan responsif dibanding kompetitor. Netflix ini banyak seri eksklusif. Terus untuk konten yg bukan ekslusif pun bagus2. UI nya bagus. Sinkronisasi antar perangkatnya bagus. Dan lagi kalau ditempat lain maksimal log in di beberapa perangkat, kalau di Netflix jumlah log in nya bebas bisa sebanyak-banyaknya asal jumlah pemutaran secara bersamaannya ga melebihi batas yg ditentukan."
dhen aming,2,2022-01-28 11:58:18,"Pilihan filmnya sedikit buanget,. Rata-rata filmnya udah nonton semua.. Kolom pencarian genre dan asal negara film juga gak ada. Ketik judul film pun banyak yang gak muncul.."
Jamal Nasirudin Official,1,2022-01-17 14:28:26,"Gak bisa login, sistem Netflix ribet. Tidak seperti kompetitornya, Disney+hotstar(langganan bulanan pakai Telkomsel). Sebagai ilustrasi biar bisa dipahami seperti pedagang di (Pasar) Pedagang memajang dagangannya lalu calon pembeli lihat-lihat dulu, kalau tertarik baru beli. Lah ini malah Netflix (jualannya) tertutup. Calon pembeli harus bayar dulu, seperti membeli kucing dalam karung(tidak tahu kucingnya sehat,mati atau cacat) Saran Netflix coba pelajari cara kompetitor bisa menarik pelanggan."
Dina Ms,1,2022-01-17 03:34:38,"Sudah punya akun dan mulai untuk pembayaran tapi ga pernah bisa berlanjut untuk diproses. Saya baca review yang lain pun ternyata juga mengalami problem yang serupa. Tolong dengan sangat untuk dikembangkan lagi pembaruan yang ada dengan memudahkan pengguna Netflix, baik dari sistem pembayaran, layanan hingga acaranya yang bisa diakses seperti dulu."
Yudha Adjie,4,2022-01-11 04:46:11,"Aplikasinya udah bagus banyak film dan series yg seru, apalagi yg serial horror netflix tentang Elisa Lam. Oh iya untuk pembayaran tolong ditambah lagi dong opsinya. Jarang ngisi gopay soalnya, misal bisa bayar pake pulsa atau lewat tokopedia gitu platform lain. Selebihnya keren2..."
CFS ID,1,2022-01-06 04:42:03,"Adeh aku ambil paket internet netflix untuk sebulan karena infonya bagus buat nonton film , setelah di instal diminta pendaftaran dan berikutnya malah diminta bayar dengan reso 480p harga 200k haha , konyol sekali menurutku jadi double bayar. Lebih baik nton di google atau youtube yang gratis"
Diva Tazkia,5,2022-01-06 00:50:21,"Perasaan fine2 aja deh dgn app nya. untuk masalah film fyi setauku emg ada yg cuma kontrak gt di netflix jd ky bioskop gt cuma sampe tgl yg ditentukan. klo untuk mslh pembayaran kayanya gampang deh, ga ribet. aku udh pake netflix 2thnan fine2 aja kok. kalo untuk app nya forced close trs,mungkin ada masalah di hp nya entah memorinya kurang atau smcmnya, karena emg butuh memori besar buat netflix,sering2 di bersihin aja. soalnya aku pake 2 device. iphone dan andro sama aja lancar2 aja, tv pun sma."
Zio Inc,2,2022-01-04 17:14:59,"Aplikasi ini sangat tidak memuaskan dengan mangatur resolusi ke medium seperti nonton 240p YouTube , dan masalahnya setiap nonton 1 film pasti eror Mulu ( gambar stuck dan patah-patah ) , tolong lah saya menghargai aplikasi anda dan membayar nya tapi apakah anda sebagai pihak developer tidak bisa memberikan yang baik?"
Adi Rambe,1,2022-01-02 23:34:13,"Benar apa yang dikatakan pengguna lain disini, netflix ribet. Begitu download diaplikasi harga berlangganan dimulai Rp. 54.000 saat dilanjutkan malah diarahkan ke web dan harga murahnya itu $12.98 WOW.... Itu cuma satu bulan aja 😂. Parahnya pembayaran cuma 2 metode, credit card dan singtel ( +65 dari Singapore ). Auto delete lah 😂. Yang susah menghapusnya, buka dari pengaturan lanjut ke pengelola aplikasi lalu hapus chace dan datanya lalu hapus instalasi, diharapkan sinyal kuat biar terhapus."
Gyze Megalodon,5,2021-12-24 06:14:51,"Untuk kalian yang mengeluh soal log in pembayaran, aplikasi film seperti ini memang diwajibkan bayar (sewa) terlebih dahulu sebelum menggunakan fitur fitur nya (nonton). Sama hal nya seperti d*sn*y+ yang mewajibkan pengguna bayar terlebih dahulu, lalu bisa menggunakan aplikasi (nonton sepuasnya). Isi aplikasi nya, film film berkualitas apalagi film netflix bukan kaleng kaleng. Apa kalian mau digebug sampai bunyi opening netflix? begedug."
199_Adinda Lintang Nariswari,5,2021-12-20 05:53:13,"Kritik : 1. menurut saya lebih baik bisa bayar Netflix pakai Indomaret,Alfamart, Shopeepay, agar anak² muda seperti saya yang tidak punya kartu kredit / ATM bisa mengakses Netflix juga 2. Adakan paket netflix 1 tahun dong"
ida diana,1,2021-12-15 14:34:49,"Baru perpanjang paketan, giliran mau nonton cuma muncul logo sama loading. Giliran mau di update aplikasinya juga sama loading terus. Udah coba pake paket data sama wifi sama aja nggak bisa kebuka tuh aplikasi 🙄"
Sri Rezkina,5,2021-12-15 14:07:03,"Aku yakin ini aplikasi bagus, krn akupun pengguna Netflix. Tapi kenapa banyak yg ngeluh? Lagiankan masalah film ada di Netflix atau ga itukan tergantung pihak produksinya, ada kerjasamanya tidak dengan Netflix? Kenapa pada nyalahin ni aplikasi sih? Bayar ga mau, ngeluh banyak. Dasar. Dari segi pembayaran juga setauku ga ribet deh, kenapa banyak yg ngeluh sih? Atau penggunanyakah yang ga cermat?"
Yonathan Setiadi,3,2021-12-13 10:10:39,"Beberapa hari coba masuk ke aplikasinya tapi hanya tampil bagian logo saja seperti mau masuk dan menunggu lama Mohon tim dev untuk diperhatikan bug yang ini. Tambahan notes, jika dibuka melalui web browser di Laptop bisa jalan seperti biasa"
YuMi ZiAi,1,2021-12-10 18:53:08,"Aplikasi sampah, dibuka suruh masukkan email, pas udah dimasukkan emailnya diakhir cuma ada jawaban ""hampir selesai"" Gitu terus sampai entah kapan. Uninstall !!!"
Kholifah Nuraini,5,2021-12-10 07:50:52,"suka banget pake netflix sebenernya, meskipun koneksi internet lemot tapi tetep bisa nonton, cuma paling kualitas videonya yang turun bukan muter loading, terus pilihan tontonannya banyak banget, lengkap, beberapa tontonan juga bisa di ss, subtitle nya juga gaa aneh, semua tontonannya kualitasnya bagus, ga kaleng2, dari sisi jalan cerita, cast, cinematography, detail set, tone, dll"
Nafa Indri Yani,1,2021-12-02 03:30:57,"Sangat mengecewakan,ini kenapa ya sekarang kok netflik jadi eror ya walaupun saya baru download tapi saya mau nonton film 365 dni karena saya sangat penasaran dengan alur ceritanya.eh malah disuruh coba login lagi,saya sudah coba login selama 5x tetep aja gk bisa.Tolong lah Netflix di perbarui lagi dan diperbaiki lagi fitur dan juga sistem nya.Sekian Terimakasih 😑"
azka Craft,5,2021-11-28 00:53:25,Menurut saya film nya bagus semua terus kualitas nya bagus cuman saya mau bilang aja kalau ada beberapa animasi/film yang di ambil dari netflix contoh : arcane mohon cepat di tindak pihak yang membajak kalo ga salah nama app nya LokLok-movie
Rista dwi Cahyaningrum,1,2021-11-27 10:19:14,"Saat melakukan pendaftaran dan di bagian pembayaran ada opsi pembayaran melalui gopay, saya pilih gopay dan sudah ok, saldo gopay sudah terpotong untuj netflix. Tpi saya tetap tidak bisa log in ke aplikasi netflix, ini gimana ini manajemen netflix"
Muhammad Hanif,1,2021-11-19 15:58:21,"Nyesel langganan Netflix , film gk lengkap padahal saya kira film di Netflix ini lengkap , kalau saya sarankan lebih baik pengguna Netflix bisa masuk dulu untuk melihat isi dari Netflix itu filmnya apa aja , pada saat mau nonton baru disuruh langganan supaya yang download gk kecewa , jangan cuma cari untung aja. Kepuasa pengguna aplikasi nomor 1"
Rinaldi,1,2021-11-13 04:46:19,"Pembayaran gak jelas,saldo gopay udah ke potong tapi ttp gak bisa ngelanjutin berlangganan. Notifnya selalu perbarui pembayaran,udah di coba gitu terus. Tolong buat provider di perbaiki sistem pembayaran dan berlangganan nya,jadi saya sebagai pelanggan gak kecewa. Terima kasih."
Sri Indrianti,1,2021-11-02 08:49:26,"Aplikasinya ribett, pembayarannya hanya ada via kartu debit/kredit, dicoba berulang² gabisa. Coba pembayarannya lebih gampang dan praktis harga terjangkau dijamin banyak yg pake apk ini"
fadhilul azizy,5,2021-10-24 14:21:03,"Overall buat sekarang apl netflix masih the best dibanding platform streaming yang lain, fitur nya simple, rekomendasinya selalu update sesuai genre yang selalu ditonton, fitur download juga simple dan rapi (dikelompokkan sesuai judul), dan entah kenapa kalau nonton di netflix kualitasnya tinggi tapi ga terlalu banyak nyedot kuota (?). Satu hal lagi please netflix stranger things s4, TUA s3, SE s4 up lebih cepet bisa kali."
Aliya _25,5,2021-10-24 02:27:34,"Metode pembayaran nya susaaah , ribet , gak kaya aplikasi lain. sekedar masukan ya buat pihak Netflix , kan ini aplikasi bagus, harus mempermudah pelanggan jangan dibuat susah dengan metode pembayaran yg jelimet ... Padahal kita bayar jg sama dg yg punya kartu kredit knp ada diskriminasi gitu"
Akbar Maulana,2,2021-10-22 08:44:55,"Sering blackscreen dan freeze ketika menonton, jadi merusak suasana dan mood ketika menonton, mohon diperbaiki lagi, karena untuk membuat aplikasi netflix normal membutuhkan waktu lama. Dan membuat rasa ingin berlangganan di netflix berkurang, mohon diperbaiki.."
tania a,1,2021-10-20 04:03:39,"Kenapa sii baru mau nntn blm ada 1 menit udah menutup sendiri,, tolong dong diperbaiki biar yg nntn tu enak gak Netflix crash.. nnti pas mau masuk nntn lagi lama banget loadingnya.. mana udh berlangganan bulan ini tp Netflixnya kyk gini. Udah enak"" nntn eh malah menutup sendiri"
Rhea Imbar,3,2021-10-17 18:03:05,"Banyakin Filmnya, Dibikin HD semua untuk semua tipe HP,, oh iya saya masih bisa screen recording+ss , mungkin Netflix nya bisa di baikin lagi , ntah itu bug atau gimana tapi ad triknya.. jgn sampai di sebar luaskan secara detail filmnyaa"
mirasandi nevanda,2,2021-10-14 16:50:57,"Lihat netflix di tv lancar. Tapi waktu lihat di handphone sering tiba2 berhenti trus nggak bisa di apa-apain. Di pencet pause bisa tapi mau di play lagi g bisa. Jarus keluar dilu baru play lagi film nya, padahal pakai wifi yg sama. Mohon tanggapan. Terimakasih"
wiwik tri haryanti,5,2021-10-14 03:07:38,"Buat yang masih bingung, udah masukin email sama pw tapi ga bisa, itu harus berbayar ya. Buat yg bilang udah 1M yang download, keuntungan nya triliun, tapi masih berbayar, ya namany untung di lo doang, lo kira ini apk ilegal? Yang ga bayar? Kalo ga mau berbayar ya gausah download anjr.. bikin emosi"
Turr Yassa,1,2021-10-11 04:34:16,"Aplikasi paling ribet! Mau nonton aja perlu jadi anggota daftar email dulu, setelah daftar pun malah di suruh bayar dan pastinya harus bayar, karena di situs gak ada tombol lewati untuk nonton yang gratisan. Fiks auto bintang 1 untuk nih aplikasi."
Andrian Gunawan,1,2021-10-10 19:02:46,"Hallo Netflix saya mau tanya itukan saldo gopay bisa beli nah sekarang saldo pulsa mana kok ga muncul harus di kasih lengkapin dulu misalnya = ( Terlkomsel, XL, AXIS, Tri, sama indosat ) gimana cara lanjut bisnis perusahaan netflix kan rugi gimana ga laku ya. Tetapi tolong Netflix bikin saldo pulsa supaya semua orang bisa beli pakai saldo pulsa agar mereka tidak boleh lewat video baru lagi begitu. Netflix tolong ada satu lagi yg harus lakukan masuk daftar pakai saldo jgn pakai ATM, mandiri, BCA."
Vicky Ummu Miriamalaslamhasanah,1,2021-10-05 01:24:34,"Saya langganan paket keluarga ,yg bisa untuk 4 orang , kualitas ultra premium HD ,kemarin2 bisa diputar di tab Samsung galaxy S7 Fe , 2 hari ini nggak bisa nonton di tab saya,ada tulisan player error , rugi dong saya bayar .. Tolong segera diperbaiki bug nya,ada pembaruan kok nggak malah bagus ,tapi malah error ... Kalau tetep nggak bisa ,terpaksa nggak saya perpanjang langganannya .."
Reynald Febian,5,2021-09-15 14:36:56,"Udh langganan netfix 4 bulanan, emg bagus aplikasinya ga nyesel kalau langganan Cuma kalau bisa difix masalah sertifikat layar hape dong, supaya hape entry level juga daper resolusi yg bagus, agak sayang kalau langganan biar full hd tp sertifikat layarnya gabisa hd, padahal aplikasi aplikasi lain yg ga sebagu netflix bisa ngasih resolusi bagus"
Findi dewi,1,2021-08-18 12:03:30,"Dari tgl 17 kmaren smpe skrg knapa aplikasinya ga bsa masuk ke menu Berandanya Netflix yaa?? Setiap aplikasinya di klik, diem aja smpe ada keterangan error, pdahal udh di update.. Ada yg sama kah?"
Yuzuhira,1,2021-08-11 22:54:48,"Pembayaran yg sekarang ribet... Gak semua orang punya kartu kredit... Apalagi anak² yg masih remaja kya saya ini, jadi kecewa deh... Udh ah uninstall aja, this is my worst nightmare... Pkoknya kalau mau nonton tpi bayar nya gk ribet jgn pake aplikasi ini, apalagi buat kalian yg blm punya kredit sendiri, terima kasih."
Redianto 92,4,2021-08-05 12:32:25,"Aplikasinya sih bagus... Kalau boleh saran sih tambahin metode pembayaran lewat pulsa, ovo, dana dll... Padahal banyak loh yg ingin daftar, tp karena gk semua orang punya kartu kredit.. Jadi cuman gigit jari"
9C 33 Sangaji Dharmakusuma,1,2021-08-02 09:59:08,"Jujur saya kecewa karena dulu kita bisa nonton film sepuasnya tapi sekarang sudah tidak.untuk developer Netflix Anda kalo berbayar ya di play storenya aja,maksudnya kayak beli aplikasi gitu,jangan PHP lah.udah seneng seneng bisa masuk aplikasi eh malah disuruh bayar,yaa mungkin ada harga ada kualitas tapi anda seharusnya tau dong kalo ada orang miskin di dunia ini dan orang miskin juga ingin seneng contohnya melihat film,apakah developer Netflix akan mendapat dosa jika sistem ini dilanjutkan?"
Nisrina Anaqah,5,2021-07-27 17:25:36,Halo netflix aku sangat senang dengan fitur sleep timer saat uji coba fitur tersebut sekitar awal tahun lalu. Fitur tsb membantu aku sekali yang butuh tidur dalam keadaan mendengarkan dialog film. Tapi sayang fitur itu tidak ada lagi. Aku harap segera secra resmi rilis fitur tersebut. Terima kasih.
Johansen,5,2021-07-27 01:28:03,"Auto Puas, bisa nonton banyak jenis film dari berbagai macak negara dan penjuru, banyak serial tv dan acara menarik dan hadir dalam berbagai bahasa, Kualitas 4knya Jempolan, 186k rasanya sudah sgt Worth it, baru nonton 5 Film bioskop aja kita udh untung 14k,wah sangat bermanfaat, apalagi bisa nonton film2 yg udah lawas juga yg udh gak muncul di bioskop. Yg ngasih rating jelek karena metode pembayaran,alias gapunya Kartu Debit, anda miskin wkwkwk, Berkelas dikit bro,Masa jaman now gapunya Debit😌"
Astri Fadillah nadjun,1,2021-07-23 01:23:49,"Pengen banget sebenarnya nonton di netflix sayangnya pembayarannya harus pake kartu debit,kalo orang yang gak punya kartu debit gimanaa?gk bisa nonton dongg!!🥺🥺😭😭😭😭 Yuk diperbaiki lagi aplikasinya,metode pembayaran nya diperbanyakin dong! Pakai gopay,shopeepay,ovo,dana,itu kan bisaaa...gak harus pake kartu debit,krna gk semua orang punya kartu debit,tolong diperbaiki lagi,mohonn!!!😭 Kalau udah diperbaiki metode pembayaran nya aku kasih bintang 5,mksih🙏😌🙂🙂🙂"
Chocki Vz Girltbrain,1,2021-07-22 14:05:10,"Mainnya kurang jauh nih netflix. Filmnya yang di pengenin ga ada semua dari filmnya jason statham, sylvester stallone, dll banyak sekali yang ga ada. Termasuk film² dari jason statham hanya beberapa film, sangat kecewa sekali saya dengan netflix nonton dengan uang bayar tapi tidak komplit sangat tidak komplit. Lebih nonton di link² yang lain film² bioskop lebih jauh komplitnya walaupun sedikit buffering. Sangat kecewa sekali saya intinya dengan NETFLIX, SIA² LANGGANAN PERTAMA KALI 200 RIBU."
lidyadev,5,2021-07-19 13:52:12,"bagus, tapi aku ada sedikit saran buat subtitle, kalau bisa ditambah opsi subtitle bahasa inggris campur bahasa indonesia sekaligus, agar aku tidak perlu lagi menggunakan extension buat belajar kosa kata baru lewat film netflix. Semoga bisa pilih pixel film. Oh iya, aku suka salah satu serial (warrior nun), semoga season 2 ga mengecewakan & segera tayang, thanks 🙏🏻"
M habib Al farouq,1,2021-07-16 05:35:42,"saya kira debit dan e wallet saya yang bermasalah, ternyata emang rata rata begitu. sudah coba pake debit tidak bisa, sudah coba pakai dana tidak bisa, pakai gopay pun. jika terus seperti ini, saya tidak akan membeli netflix lagi, masalah seperti ini sudah dari 3 hari yang lalu. mohon diperbaiki"
Moch Baktiar,1,2021-07-14 06:15:22,"Gue punya 5 akun gmail. Dan semuanya gak bisa buat daftar, masa semuanya sudah kepake. Padahal 4 email itu cuma buat cadangan dan gapernah gue buat daftar aneh aneh. Kenapa perusahaan HP mau bekerjasama dengan Netflix, padahal untuk mendaftar saja tidak bisa !!!"
Andi Yufli,5,2021-07-13 05:52:27,"Banyak anak remaja yang tertarik nonton di netflix tapi masalahnya ada pada metode pembayarannya,kalo kek gini lebih baik nonton bajakan🤩✌🏻😚.kalo bisa tambihin metode pembayarannya seperti ovo,gopay,dana dan kawan kawan."
taufik akbar,5,2021-07-12 21:59:24,"Banyak yg komplain ini itu...gw udah 1 tahun pake netflix aman aman aja dan lancar tuh...semoga film2 dan serial netflix semakin lengkap,up to date dan makin bagus2...yg komplain masalah pembayaran pake kartu kredit,pake kartu debit kan bs coi..hari gene masa kagak ad kartu debit seh...hehehe"
Dime Eno,1,2021-07-09 18:52:56,"mungkin kalian akan kehilangan banyak pelanggan jika memberi kebijakan seperti ini, Okelah kalau harus berbayar tapi ya tolong dipermudah, ga semua orang punya dan mau pakai kartu kredit, kalau pembayaran via rekening/pulsa tidak masalah, come on!"
Fadi Bahtiar,4,2021-07-03 06:16:57,"Tolong diperbaiki tampilan subtitle di android 11 nya kak. Font berwana putih + shadow nya putih, sangat susah di baca jika background berwarna putih juga. Terima kasih."
An Dita,1,2021-07-01 03:49:55,"Aplikasi payah... Debit bisa berkali2 di rekening... Ampe 4 kali ke debit 1 bulan di kali 150.000 daftar yg 54rb debit jd berubah ir semau sendiri... Aplikasi apaan merugikan org lain... Custmr,nya juga payah gak bisa buat pengaduan..."
Faiza Syalsabillah,4,2021-06-26 15:59:18,"Appnya bagus ko, filmnya hampir lengkap, translator nya juga ada indo nya, cuma setelah update jadi ga bisa screenshot lagi, padahal ngscreenshot tujuannya buat promo film juga, karena kadang di scene film ada bagian bagus, jadi bisa share ke story deh, tapi sekarang udah gabisa, sayang banget. Semoga kedepannya bisa screenshot lagi"
Mareta Eta,1,2021-06-25 03:24:08,"Apaan ya ribet banget daftar, saya sudah Paket kartu BRI berlogo MasterCard, masih juga ngk bisa, padahal udh pengen banget ntn di Netflix, tolong lah metode pembayaran di ubah, kecewa ini loo udh ngak bisa nonton, kemaren bela belain daftar di jenius cuma untuk bayar daftar tp di tolak pihak bank, padahal jauh jauh dari kampung ke kota tp hasil nya nihil, terus gimana dong, udh ngak tau lagi mau pake apa lagi 😈 kalo ada apk yg film yg mau aku tonton aku ngak bakal unduh apk ini!!"
Erhaes _,1,2021-06-25 01:04:20,"Pendaftaran aja ribet bnr, tolong ya pembayaran nya jalurnya dimudahkan!!! Baru kali ini daftar akun gabisa"" anjir. Dulu akun gua mudah"" aja masuknya, buat baru eh susahnya aligggggg."
Stefanie Viona Nelvi Herlinda,2,2021-06-22 13:20:13,"Tolong dong diperbaiki aplikasinya. Ga pernah bisa dipakai nih. Percuma bayar huftttt.. mengganti profil ga bisa, habis itu tidak terdapat terhubung ke netflix. Udah bayar, kuota full lancar. Tp aplikasinya gak banget sih ! Aku kira cuma sekali dua kali. Ternyata terus terusan gitu.. duh~"
Nza Nza,1,2021-06-16 02:36:46,"Pembayaran sulit, paket berubah"", kadang ngelag, dan gangguan lainnya... itulah komplain para konsumen.. gw cuman mewakilkan.. krna gw gk pernah pake netflix,, udh nempel di hp nya.. kasih nilai dan nonaktifkan.. 🤣🤣🤣"
DIRVAN _,2,2021-06-08 04:52:59,"Cukup bagus, list filmnya cukup beragam. Tolong untuk Animenya di perbanyak lagi dan lebih banyak updated lagi untuk anime tiap musimnya. Saya kasi bintang 2 krn sistem pembayaran yg ribet dan harus cantumin CC, untuk pihak Netflix kalau memang serius masuk pasar Indonesia coba kerja sama juga sama DANA, OVO, Gopay, atau Shopee Pay. Nanti kalau pembayaran sudah tersedia varian lain rating bintang nya saya ubah jadi 5. Terimakasih."
Rahayu P,2,2021-06-07 14:06:38,"Bulan lalu bisa bayar pakai gopay. Sekarang sudah habis masa langganan mau bayar pakai gopay gak bisa lagi, harus pakai kartu kredit. Sayang sekali, padahal lebih bagus bayar via pulsa atau semacam gopay, orang Indonesia gak banyak yg punya kartu kredit."
20_Pinky Lintang Satriani Manunggal,1,2021-06-05 20:18:51,Sangat disayangkan hanya orang yang mampu bayar yang bisa lihat waktu masuk aja harus daftar dan bayar ga kaya apk sebelah masi diberi kesempatan nonton gratis. Untuk Netflix jadi gak kaget kalau banyak Bajakkannya dmna mana
Anita Rosalina,5,2021-06-05 16:39:00,Kemarin sempat memberi ulasan negatif. Tapi hari ini saya ubah karena Netflix sudah berubah ga kyk waktu itu. Skr ud lancar nontonnya. Cuma perbanyak lagi ya film2 horrornya dan kalo bisa film2 barunya. Ada Netflix lebih terbantu disaat pandemi seprti ini. Semoga Netflix bisa perbanyak lagi koleksi movienya
MayThree,3,2021-06-02 06:20:10,"Bintang 3, krn harus mencantumkan Kartu Debet/Kartu Kredit yg disimpan pihak Netflix, hrsnya diperbanyak variasi pembayarannya spt applikasi on line lain dan tanpa tersimpan data kartu debet/kartu kredit kita (misal bisa via OVO, Link, transfer dll) dan jgn terlalu mahal krn applikasi lainpun harganya sangat murah. Krn sebab diatas sy Gagal terus utk melakukan pembayar pdhl mo bayar spy bisa nonton dan jadi pelanggan, ya terpaksa sy jd berhenti langganan krn ga bisa bayar bkn ga mau bayar...tks"
Gigih Renaldi,5,2021-06-01 10:19:11,"Dari segi film dan seriesnya cukup lengkap dan menghibur di kala saat sedang bosan. Kalau bisa ditambah untuk metode pembayarannya. Gak hanya melalui kartu kredit tapi juga bisa lewat aplikasi dana, ovo ataupun yang lainnya, pasti lebih MANTAPP!"
Ayla Andnoy,4,2021-05-31 00:42:14,"Susah buat pembayaran nya, tidak ada masa percobaan dlu, diawal langsung suruh bayar dlu. Bayar nya cuma pake kartu kredit dan debit pulak. Hanya untuk orang kaya2. Lebih uninstall pakai aplikasi lain yg mudah dipakai dan gratis"
padantya azaria,5,2021-05-26 04:19:04,"baguss bangett app nya, tapi kenapa ya kalau pagi2 tiba2 logout sendirii? kan kalau malam hp sayaa di cas, terus pass pagi2 nya buka Netflix udah ke logout.. padahal aku ngga pernah logout dari Netflix nya sendirii.. pas mau login katanya sandi email nya salah, padahal di coba ke app lain bisaa, tolong diperbaiki lagi yaa, ty"
IO 896,1,2021-05-21 14:10:36,"Ketika saya memutar filem di netflix kecerahan layar tiba-tiba meningkat ke maksimal (di app lain tidak) dan ini mengangu sekali untuk saya, padahal sudah saya atur kecerahan dan menonaktifkan HDR virtual dan tetap saja tidak berpengaruh, sudah beberapa hari ini dan ini sangat mengangu. Tolong segara di perbaiki"
Pischa Batrisyia Azra,5,2021-05-15 20:19:50,"Sangat berguna dan memudahkan saya untuk menonton ulang Film atau TV Series yang saya sukai atau yang saya ingin tonton dan bisa menjadi hiburan dikala pandemi covid-19. Saran untuk pembayarannya dipermudah lagi dong, misalkan Gopay, OVO, LinkAja, dll. Sudah itu saja dari saya. Terima kasih dan tolong segera diperbarui ke metode pembayaran yang lebih mudah ya, Netflix."
does anyone care,1,2021-05-09 14:22:36,"Sebenarnya aku ingin download, tapi setelah baca ulasan nya, banyak yang mengeluhkan tentang metode pembayaran, aku gak jadi download deh, soalnya aku tidak punya kartu kredit, gak suka ngutang soalnya... Lebih perbanyak metode pembayaran nya ya developer, biar lebih banyak orang yang bisa berlangganan..."
